Collection Object GUID,Prev/Exch #
dc7ca6c0-1ed3-11e3-bfac-90b11c41863e,CU 49496-1
dc50d54d-1ed3-11e3-bfac-90b11c41863e,CU 50277
dc50e738-1ed3-11e3-bfac-90b11c41863e,CU 50439
dc50d65c-1ed3-11e3-bfac-90b11c41863e,CU 53355
dc50ddce-1ed3-11e3-bfac-90b11c41863e,CU 54555
dc50d87f-1ed3-11e3-bfac-90b11c41863e,CU 54604
dc12b176-1ed3-11e3-bfac-90b11c41863e,CU 57972
dc50ec6e-1ed3-11e3-bfac-90b11c41863e,CU 62938
dc50dbb2-1ed3-11e3-bfac-90b11c41863e,CU 63267
dc50eb62-1ed3-11e3-bfac-90b11c41863e,CU 63510
dc50e208-1ed3-11e3-bfac-90b11c41863e,CU 63740
dc50c6d3-1ed3-11e3-bfac-90b11c41863e,CU 64106
dc62236d-1ed3-11e3-bfac-90b11c41863e,DBA
dc7eaae6-1ed3-11e3-bfac-90b11c41863e,DSJ 50-2
dcb0f560-1ed3-11e3-bfac-90b11c41863e,EKU 1573.01
dc7cac47-1ed3-11e3-bfac-90b11c41863e,ESU uncat.
dbe13de7-1ed3-11e3-bfac-90b11c41863e,ETOH
dc572de5-1ed3-11e3-bfac-90b11c41863e,ex ANSP 128959
dc4b01e6-1ed3-11e3-bfac-90b11c41863e,ex KU 17587
dc4b02f0-1ed3-11e3-bfac-90b11c41863e,ex KU 17587
733a6457-590b-43e3-80cc-5c236d9605ff,FMNH 100064
5d9f7159-6edf-4c22-8585-59061f0ce585,FMNH 103984
3ff09853-9385-44b4-837c-2507c0ecf42b,FMNH 105498
64b33bbf-6688-4346-a6ef-a456ead665fb,FMNH 107283
6f0ebb14-ae44-45c9-9708-aea7c7ca72fa,FMNH 112924
26609917-c0b0-4801-a8dc-6ecd27418ed3,FMNH 112926
7d1d63ab-280e-44cd-b151-5cdac877d42f,FMNH 113137
f13a92c2-8ad6-4f0c-9376-01907a448f4c,FMNH 113474
a85a9d38-8d41-4f48-a5f0-7292fe9618f0,FMNH 118483
6608e21d-c4dc-4ec9-8b65-19f1463fccbc,FMNH 119713
5bb7424d-69cf-446c-a4ec-db61c98804e9,FMNH 120598
b072daa9-966e-4ad1-8efc-41b0c8ba3442,FMNH 120679
04902f2f-e161-40be-9d3f-ac1d8e19a0ea,FMNH 120707
52db7944-f865-4273-bf07-cea03e5c6662,FMNH 120713
69246250-5d9f-4db9-9da2-619c2dba9e2f,FMNH 120715
3b5e6423-8a38-4c07-b926-fe62e23aa8d9,FMNH 120723
d2aaea30-53d5-460e-88ca-0be4ad34b92e,FMNH 120738
2de888e2-32fd-4475-ad90-34ef46492135,FMNH 120948
7674fcc1-1618-4345-a9f0-77f29395ac4e,FMNH 121104
ce2bc8be-113b-438d-9c1f-ab4667f153d8,FMNH 16185
d3b1b430-a534-4605-b0c0-0a4a20faf801,FMNH 17166
abc9ec0c-0188-4e24-bad9-21a066690a79,FMNH 20643
40ab49d5-bb5d-47c6-a70f-360c3efdf49d,FMNH 22292
f26fdef8-0ec1-449c-b4e7-e05d30301b58,FMNH 23493
fdd5e04e-e069-48e3-87da-3a0ea11b340b,FMNH 31092
c3b20bd3-94c2-4567-93ab-e2755a22d4fc,FMNH 34595
58497c22-5dfa-4e98-ac8b-fcc610e8b546,FMNH 3751
645470fa-a014-4084-8765-a6d2e65a17a6,FMNH 41606
545322f0-2e2c-4f0e-8d24-3fe4f9c8fa30,FMNH 43102
772a4ea7-fec8-4061-a51c-5d7f86622abd,FMNH 43122
20195250-0af4-47fe-8dfe-4cd463108198,FMNH 44130
8d27b830-9e14-4466-ac2d-4457e148e04f,FMNH 44331
d179615d-e7df-4228-83e2-8dc56858811f,FMNH 44813
144055d8-a77c-40ec-b6e1-e647bf6a57cb,FMNH 45242
088ce20d-857f-4a3c-bd94-250aa00cc78f,FMNH 45959
7f2a3ffc-de27-4e57-a555-b4e1d51d8cfc,FMNH 46140
f6694311-b148-4049-9db6-ec381abc88fd,FMNH 46322
e6d34524-8f20-4833-855a-cf3ff132c489,FMNH 46612
47e241c7-eef9-44e1-8e19-b5d5150ba02d,FMNH 46676
ceddf803-6bf9-4c70-b4e7-69efe4a8939f,FMNH 47879
11ef7dad-c2a0-4b72-862b-db03efbccfac,FMNH 48130
242da67a-32a8-4aca-acaf-4c828c5a22a2,FMNH 48469
a57e1683-0504-4100-87db-a712e062c4c4,FMNH 48561
fb3164d4-8290-480d-9a3d-8da2a95765df,FMNH 49215
bc9ece2e-f634-43a3-9539-cb6d3a1ca03e,FMNH 51652
dee4a256-29ea-4c5f-aef4-5b092fc73724,FMNH 51726
e17a105d-0022-4793-b2c5-5a398c22bd19,FMNH 51754
adebecfd-ad9e-4197-adc5-d85641243ffe,FMNH 53192
83f0dc1c-a9dc-4c64-956f-6b823e97101d,FMNH 59037
52ba365c-8fea-4ef6-b279-252d24e24fd6,FMNH 60174
2c350936-71c4-40da-a228-82524ead8f09,FMNH 62298
a263f63b-25e5-48a8-b3bd-0e401715d879,FMNH 62631
b1213ebc-b7f3-49a6-83ec-946db110c53d,FMNH 62666
775382e6-cd83-4e09-9796-dbe7b9a289fd,FMNH 62759
fbefa2bf-d505-4384-9a90-8866f249d8ee,FMNH 63303
ac14b3bd-0fdb-40bc-8852-769f49b3f172,FMNH 63479
89f038e5-8d98-4a30-af24-61291dc8940a,FMNH 64036
a4a58160-c10c-4b15-8208-c994468410cf,FMNH 64037
d0c6ebc2-46bc-4309-9719-9f8c4e993d19,FMNH 64271
9b614277-69c6-422c-b387-7a6b2d3a8b25,FMNH 64276
04b5d66a-a9e6-48a7-bf75-8856090ceb6a,FMNH 64705
a6ece03f-7f0b-4445-8aef-596fe93ccf21,FMNH 64798
eb4bb4fb-3518-4036-b2cb-b3ecffd3610f,FMNH 64895
2dd567b0-f42e-4de2-b3b8-0897a13f5acf,FMNH 65559
9264a57d-67ca-4b66-91d2-4bc18cdc5779,FMNH 65808
a00fb7f2-114c-4a61-b31d-860f00511976,FMNH 65935
dc9158f1-b703-4656-b810-8c0b9aa278fa,FMNH 66110
09061ce1-dc18-4d93-a7ef-52781c026228,FMNH 66236
c0884123-cf3c-43e3-9e57-08a670ab11b4,FMNH 66548
6a54425a-49b6-4987-b0a7-897462946f59,FMNH 66733
c0cbfca5-0e4a-4cff-b127-85863360e111,FMNH 66794
6410aaf5-efd0-4aae-85ca-b4b537dfa126,FMNH 67021
f8abdc61-f864-469e-a0db-f8109582e7dc,FMNH 67121
dfd31b58-440f-4689-bf32-da1e8bf3a0d0,FMNH 67158
077da397-1c03-45af-b960-2e4880e463fe,FMNH 67165
27158a33-80f9-4f7a-afa9-be9d3cc3df2e,FMNH 67179
4d1d7f96-348e-4e4f-aec8-2ae87d8f01b3,FMNH 67230
baa8203e-8bcb-4b07-8d89-d23815a1d261,FMNH 67461
64f606c0-5454-48e4-af9c-417682352a7d,FMNH 67480
5e42b6e7-8597-440a-bce0-d4634d012f53,FMNH 67556
4defeb2e-c06b-46ca-b65e-7802cd108c24,FMNH 67856
2733bf88-3c4a-409e-8b1c-818a4f8f21d0,FMNH 67931
5c5c273d-a5c7-4dec-aff9-e19b6261a6ed,FMNH 68601
2911b60d-48a6-418e-88fa-db8cc9a55188,FMNH 68690
d5a1b044-e48e-4cc0-b511-4ebcd43e4b6d,FMNH 69510
d39bccf2-3b3e-4b8e-abcd-0ee828f12363,FMNH 69995
c23f6c3c-50a9-41ec-9951-1a93390ffae5,FMNH 70766
764791fe-cc7a-49a6-9772-71a86988f1a5,FMNH 72249
6ffeffd7-eef4-4530-952d-7ddc3d4d1655,FMNH 72413
81e2c517-de95-42ee-b3f6-fe3c2051864a,FMNH 73006
2c8c8b4c-9f0c-48c1-bc0b-567752e48837,FMNH 73380
f6539956-82c7-4ce5-8f71-854c3adff157,FMNH 74095
b95d86c3-993c-4e0f-9df9-4db339040384,FMNH 74209
dd20b03b-5321-497d-817f-703a074ddcbb,FMNH 74302
f2698ef2-b68f-47b7-a7e0-12ca432ad813,FMNH 74320
128392aa-d993-40a2-84cd-ca2664a1c2d7,FMNH 74349
d232a7fd-ac5e-48d4-9493-0f1c6fb7f335,FMNH 74433
40ad55c3-c74e-4dbe-a9ba-0e25dec3b777,FMNH 75073
0c46a3fb-3d82-42e5-9449-7685c1fce3e9,FMNH 76004
2b7b8f3a-512c-40ff-8a27-bbb7e3173aad,FMNH 76927
6816b3aa-d882-43de-821b-74e59be8fb7c,FMNH 77392
4d2a1bbe-625c-45bb-a0a1-ee22db755550,FMNH 77806
a417f9ea-9ac2-4ef9-9f40-3317ee573361,FMNH 79619
3d97b3f4-83a6-4f76-8b18-2d7ef571193c,FMNH 80591
90280266-7eb8-40e3-b18b-cf52c0c764b6,FMNH 80826
34dc1c32-2590-41ac-8a2f-4bbad965aac1,FMNH 82576
8166fdc0-2636-4232-8ac1-a59bf727531b,FMNH 82752
6591f08c-c5ea-4c28-9319-26671e4e618d,FMNH 83909
869f7466-68dd-4d60-b9a2-ef3ceba0dca2,FMNH 84515
deae7fb7-dde8-4f78-a186-89a6a060c7dc,FMNH 85165
602b0065-44a6-4f70-9226-7db196fc64a6,FMNH 88132
43784bb6-62a4-4bd4-bf8c-ccac0868c373,FMNH 88384
10e164ea-7e97-4f4d-b507-d56c5b1e617b,FMNH 88424
2488615c-744b-4bf0-8d21-ad9893d2b77f,FMNH 88898
3eb33d8b-9e2a-4a81-85c4-f946db5821f3,FMNH 89407
60f74edc-9341-4a54-a9f8-7cba5443e004,FMNH 89681
0beca8a7-7230-426e-95c3-21cc654f5dfd,FMNH 93331
8e40a5e8-1c54-4ec9-b5ac-2e8449e4abf4,FMNH 93569
213b8ff6-1af7-4f6e-b924-3d2004b8a6bf,FMNH 93737
f532b3a9-3f50-46c2-af74-75eae1435b9a,FMNH 93776
6219247b-40f7-4ec0-91e6-c935d8212d98,FMNH 95526
303bf7bf-5fe8-4905-ab96-cf0504726827,FMNH 97362
2af15098-4cc3-40b7-b89a-1b11c1b818f8,FMNH 97508
3fb43e00-fe70-45be-9ba4-e892687c667c,FMNH 99280
dcd8e12c-1ed3-11e3-bfac-90b11c41863e,GCRL 1842
dc61c5d6-1ed3-11e3-bfac-90b11c41863e,HUC 10260011
dc61c956-1ed3-11e3-bfac-90b11c41863e,HUC 10260011
dc61cdfb-1ed3-11e3-bfac-90b11c41863e,HUC 10260011
dc61cf49-1ed3-11e3-bfac-90b11c41863e,HUC 10260011
dc61d493-1ed3-11e3-bfac-90b11c41863e,HUC 10260011
dc61d5e3-1ed3-11e3-bfac-90b11c41863e,HUC 10260011
dc61da53-1ed3-11e3-bfac-90b11c41863e,HUC 10260011
dc676c70-1ed3-11e3-bfac-90b11c41863e,HUC 102701104
db9e685e-1ed3-11e3-bfac-90b11c41863e,HUC 10290101
dc749296-1ed3-11e3-bfac-90b11c41863e,HUC 11030013
dbe1d22f-1ed3-11e3-bfac-90b11c41863e,HUC 11070104
dbe1d561-1ed3-11e3-bfac-90b11c41863e,HUC 11070104
dbe1dbd5-1ed3-11e3-bfac-90b11c41863e,HUC 11070104
dbe1df0b-1ed3-11e3-bfac-90b11c41863e,HUC 11070104
db77f8e4-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93c8a1-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93cb29-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93cdaa-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93d025-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93d29e-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93d52d-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93d7b9-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93da3b-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93dcb8-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93df3b-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93e1c2-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93e440-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93e6b8-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93e944-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93ec89-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93efa0-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93f346-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93f676-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93f99e-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93fccc-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db93fff4-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db940318-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db940639-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db940955-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db940c72-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db940f94-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db9412bb-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db9415ef-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db9419a7-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db941cd5-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db941fff-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db94231c-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db9425a0-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db942820-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db942aa8-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db942d26-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db942f99-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
db94320d-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
dc13f316-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
dc13f6e2-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
dc13faa5-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
dc13fe66-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
dc140226-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
dc1405eb-1ed3-11e3-bfac-90b11c41863e,HUC 11070201
dc795eda-1ed3-11e3-bfac-90b11c41863e,HUC 11070202
dc795ff0-1ed3-11e3-bfac-90b11c41863e,HUC 11070202
dc7960ff-1ed3-11e3-bfac-90b11c41863e,HUC 11070202
dc79620f-1ed3-11e3-bfac-90b11c41863e,HUC 11070202
dc79631d-1ed3-11e3-bfac-90b11c41863e,HUC 11070202
dc796428-1ed3-11e3-bfac-90b11c41863e,HUC 11070202
dc796538-1ed3-11e3-bfac-90b11c41863e,HUC 11070202
db92f39b-1ed3-11e3-bfac-90b11c41863e,HUC 11070204
db9301e6-1ed3-11e3-bfac-90b11c41863e,HUC 11070204
db930470-1ed3-11e3-bfac-90b11c41863e,HUC 11070205
db9306d9-1ed3-11e3-bfac-90b11c41863e,HUC 11070205
db930941-1ed3-11e3-bfac-90b11c41863e,HUC 11070205
dbba9cc7-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dbba9dd9-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dbba9ee7-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dbba9fec-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28cb66-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28ce19-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28d08a-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28d301-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28d572-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28d7de-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28da4b-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28dcbb-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28df2b-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28e19a-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28e40b-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28e67b-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28e8ec-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc28eb5f-1ed3-11e3-bfac-90b11c41863e,HUC 11070207
dc6202b3-1ed3-11e3-bfac-90b11c41863e,INHS 27231
dc62105d-1ed3-11e3-bfac-90b11c41863e,INHS 27260
db3da0db-1ed3-11e3-bfac-90b11c41863e,INHS 27462
dcd5f87e-1ed3-11e3-bfac-90b11c41863e,INHS 27829
dc9f43bb-1ed3-11e3-bfac-90b11c41863e,INHS 58364
dca1a7d9-1ed3-11e3-bfac-90b11c41863e,INHS 61828
dc62effe-1ed3-11e3-bfac-90b11c41863e,INHS 69140
db3ac887-1ed3-11e3-bfac-90b11c41863e,INHS 74278
dc62281c-1ed3-11e3-bfac-90b11c41863e,INHS 74805
dc6207fb-1ed3-11e3-bfac-90b11c41863e,INHS 75049
dc6203bf-1ed3-11e3-bfac-90b11c41863e,INHS 75078
dc61fd64-1ed3-11e3-bfac-90b11c41863e,INHS 75307
dc62138e-1ed3-11e3-bfac-90b11c41863e,INHS 75315
dc6206ea-1ed3-11e3-bfac-90b11c41863e,INHS 75330
dc62e973-1ed3-11e3-bfac-90b11c41863e,INHS 76839
dc620097-1ed3-11e3-bfac-90b11c41863e,INHS 76841
dc620f4d-1ed3-11e3-bfac-90b11c41863e,INHS 76886
dc620e3f-1ed3-11e3-bfac-90b11c41863e,INHS 76978
dc620c2a-1ed3-11e3-bfac-90b11c41863e,INHS 77121
dc6204cd-1ed3-11e3-bfac-90b11c41863e,INHS 77855
dc6205d9-1ed3-11e3-bfac-90b11c41863e,INHS 77856
dc620d34-1ed3-11e3-bfac-90b11c41863e,INHS 77857
dc519886-1ed3-11e3-bfac-90b11c41863e,INHS 79179
dc620908-1ed3-11e3-bfac-90b11c41863e,INHS 79254
dc519996-1ed3-11e3-bfac-90b11c41863e,INHS 79290
dc62116b-1ed3-11e3-bfac-90b11c41863e,INHS 79413
dc620b1e-1ed3-11e3-bfac-90b11c41863e,INHS 81047
dc61fe78-1ed3-11e3-bfac-90b11c41863e,INHS 83108
dc62127f-1ed3-11e3-bfac-90b11c41863e,INHS 8406z
dc620a12-1ed3-11e3-bfac-90b11c41863e,INHS 84099
dc61ff88-1ed3-11e3-bfac-90b11c41863e,INHS 88319
dc6201a6-1ed3-11e3-bfac-90b11c41863e,INHS 88320
dc570a67-1ed3-11e3-bfac-90b11c41863e,JDL 3323
dcb2acee-1ed3-11e3-bfac-90b11c41863e,KBS 291
dd3dca84-1ed3-11e3-bfac-90b11c41863e,KSTC 341
dc12ee13-1ed3-11e3-bfac-90b11c41863e,KSU 2730
dc12f19c-1ed3-11e3-bfac-90b11c41863e,KSU 2730
dc12fc74-1ed3-11e3-bfac-90b11c41863e,KSU 2731
dc12da30-1ed3-11e3-bfac-90b11c41863e,KSU 2735
dc1391d1-1ed3-11e3-bfac-90b11c41863e,KSU 2736
dc138b20-1ed3-11e3-bfac-90b11c41863e,KSU 2750
dc13a60f-1ed3-11e3-bfac-90b11c41863e,KSU 2754
dc134b51-1ed3-11e3-bfac-90b11c41863e,KSU 2755
dc13952c-1ed3-11e3-bfac-90b11c41863e,KSU 2759
dc133e17-1ed3-11e3-bfac-90b11c41863e,KSU 2763
dc13988c-1ed3-11e3-bfac-90b11c41863e,KSU 2825
dc12dd72-1ed3-11e3-bfac-90b11c41863e,KSU 2835
dc134ee4-1ed3-11e3-bfac-90b11c41863e,KSU 2843
dc135f8b-1ed3-11e3-bfac-90b11c41863e,KSU 2844
dc12f8f6-1ed3-11e3-bfac-90b11c41863e,KSU 2858
dc1307a4-1ed3-11e3-bfac-90b11c41863e,KSU 2884
dc12e0a4-1ed3-11e3-bfac-90b11c41863e,KSU 2885
dc138427-1ed3-11e3-bfac-90b11c41863e,KSU 2886
dc13522d-1ed3-11e3-bfac-90b11c41863e,KSU 2925
dc138780-1ed3-11e3-bfac-90b11c41863e,KSU 2956
dc12e3d0-1ed3-11e3-bfac-90b11c41863e,KSU 2978
dc138e78-1ed3-11e3-bfac-90b11c41863e,KSU 2982
dc139bea-1ed3-11e3-bfac-90b11c41863e,KSU 2984
dc13557e-1ed3-11e3-bfac-90b11c41863e,KSU 2988
dc1358cb-1ed3-11e3-bfac-90b11c41863e,KSU 2998
dc130ea6-1ed3-11e3-bfac-90b11c41863e,KSU 2999
dc131566-1ed3-11e3-bfac-90b11c41863e,KSU 3401
dc12ea7f-1ed3-11e3-bfac-90b11c41863e,KSU 3415
dc131c78-1ed3-11e3-bfac-90b11c41863e,KSU 3417
dc139f4a-1ed3-11e3-bfac-90b11c41863e,KSU 3419
dc135c16-1ed3-11e3-bfac-90b11c41863e,KSU 3423
dc1362e1-1ed3-11e3-bfac-90b11c41863e,KSU 4915
dc13041d-1ed3-11e3-bfac-90b11c41863e,KSU 4916
dc137a27-1ed3-11e3-bfac-90b11c41863e,KSU 4918
dc134168-1ed3-11e3-bfac-90b11c41863e,KSU 4922
dc132fb7-1ed3-11e3-bfac-90b11c41863e,KSU 4924
dc136631-1ed3-11e3-bfac-90b11c41863e,KSU 4925
dc13697e-1ed3-11e3-bfac-90b11c41863e,KSU 4932
dc13333d-1ed3-11e3-bfac-90b11c41863e,KSU 4935
dc137d7d-1ed3-11e3-bfac-90b11c41863e,KSU 4939
dc137028-1ed3-11e3-bfac-90b11c41863e,KSU 4940
dc1380d1-1ed3-11e3-bfac-90b11c41863e,KSU 4943
dc13737a-1ed3-11e3-bfac-90b11c41863e,KSU 4944
dc1376d1-1ed3-11e3-bfac-90b11c41863e,KSU 4947
dc13376b-1ed3-11e3-bfac-90b11c41863e,KSU 4952
dc1344b6-1ed3-11e3-bfac-90b11c41863e,KSU 4954
dc136cd3-1ed3-11e3-bfac-90b11c41863e,KSU 4957
dc1323cb-1ed3-11e3-bfac-90b11c41863e,KSU 4960
dc133aca-1ed3-11e3-bfac-90b11c41863e,KSU 4961
dc134804-1ed3-11e3-bfac-90b11c41863e,KSU 4971
dc13a2ab-1ed3-11e3-bfac-90b11c41863e,KSU 5026
dc82e1e6-1ed3-11e3-bfac-90b11c41863e,KU 10016
dc935864-1ed3-11e3-bfac-90b11c41863e,KU 10016
dc934baa-1ed3-11e3-bfac-90b11c41863e,KU 10467
dc93598a-1ed3-11e3-bfac-90b11c41863e,KU 12888
dc935a95-1ed3-11e3-bfac-90b11c41863e,KU 12888
dc7ac1cb-1ed3-11e3-bfac-90b11c41863e,KU 13015
dc92a877-1ed3-11e3-bfac-90b11c41863e,KU 13992
dc935093-1ed3-11e3-bfac-90b11c41863e,KU 14006
db46fb7c-1ed3-11e3-bfac-90b11c41863e,KU 14354
dc9351a9-1ed3-11e3-bfac-90b11c41863e,KU 14769
dc82e4f6-1ed3-11e3-bfac-90b11c41863e,KU 14852
dc82ee1a-1ed3-11e3-bfac-90b11c41863e,KU 16889
dc935fc4-1ed3-11e3-bfac-90b11c41863e,KU 17276
dc8e15fb-1ed3-11e3-bfac-90b11c41863e,KU 1803
dc82ecfb-1ed3-11e3-bfac-90b11c41863e,KU 18202
dc92c70c-1ed3-11e3-bfac-90b11c41863e,KU 19662
dc93a0f0-1ed3-11e3-bfac-90b11c41863e,KU 20003
dca2b990-1ed3-11e3-bfac-90b11c41863e,KU 20185
dc9be015-1ed3-11e3-bfac-90b11c41863e,KU 20231
dc9353ba-1ed3-11e3-bfac-90b11c41863e,KU 21680
dc92a3fa-1ed3-11e3-bfac-90b11c41863e,KU 2174
dc932ff1-1ed3-11e3-bfac-90b11c41863e,KU 22055
dc92bb52-1ed3-11e3-bfac-90b11c41863e,KU 22968
dc81d8f8-1ed3-11e3-bfac-90b11c41863e,KU 23550
dc7ac31f-1ed3-11e3-bfac-90b11c41863e,KU 2425
dc9ba587-1ed3-11e3-bfac-90b11c41863e,KU 28638
dc93c521-1ed3-11e3-bfac-90b11c41863e,KU 28783
dcd77109-1ed3-11e3-bfac-90b11c41863e,KU 28783
dcd6df63-1ed3-11e3-bfac-90b11c41863e,KU 29084
db2640a8-1ed3-11e3-bfac-90b11c41863e,KU 29090
dc966531-1ed3-11e3-bfac-90b11c41863e,KU 29104
db83aedc-1ed3-11e3-bfac-90b11c41863e,KU 29106
db8a53b8-1ed3-11e3-bfac-90b11c41863e,KU 29106
db67f5dd-1ed3-11e3-bfac-90b11c41863e,KU 30416
dc933102-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc933212-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc933325-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc933437-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc933540-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc93364c-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc9337a1-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc9338be-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc9339e7-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc933af2-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc933bfe-1ed3-11e3-bfac-90b11c41863e,KU 3053
dc933d0c-1ed3-11e3-bfac-90b11c41863e,KU 3053
db413702-1ed3-11e3-bfac-90b11c41863e,KU 3063
db512cea-1ed3-11e3-bfac-90b11c41863e,KU 3063
dcb3e0b9-1ed3-11e3-bfac-90b11c41863e,KU 3063
dc7a05c7-1ed3-11e3-bfac-90b11c41863e,KU 6109
dc24db57-1ed3-11e3-bfac-90b11c41863e,KU 653
dc24dce4-1ed3-11e3-bfac-90b11c41863e,KU 654
dc81d79f-1ed3-11e3-bfac-90b11c41863e,KU 9674
dc9352b3-1ed3-11e3-bfac-90b11c41863e,KU 9945
dc63f6c6-1ed3-11e3-bfac-90b11c41863e,KU Zool 1795
dc63f7dd-1ed3-11e3-bfac-90b11c41863e,KU Zool 1796
dc62e81e-1ed3-11e3-bfac-90b11c41863e,KU Zool Dt. 107
dc7bc457-1ed3-11e3-bfac-90b11c41863e,KU Zool. # 63
dc66e4be-1ed3-11e3-bfac-90b11c41863e,KU Zool. 1776
dcab4a36-1ed3-11e3-bfac-90b11c41863e,KUBS 143
dcc73534-1ed3-11e3-bfac-90b11c41863e,KUBS 201
dccad078-1ed3-11e3-bfac-90b11c41863e,KUBS 232.7
db3e40c4-1ed3-11e3-bfac-90b11c41863e,KUBS 255
dbaaec97-1ed3-11e3-bfac-90b11c41863e,KUBS 275
db63f77c-1ed3-11e3-bfac-90b11c41863e,KUBS 279
db8281b5-1ed3-11e3-bfac-90b11c41863e,KUBS 296
dca408a8-1ed3-11e3-bfac-90b11c41863e,KUBS 314
dcc10a23-1ed3-11e3-bfac-90b11c41863e,KUBS 640
dc9b10e4-1ed3-11e3-bfac-90b11c41863e,KUBS 726
db7441d6-1ed3-11e3-bfac-90b11c41863e,KUBS 729
dcd381fe-1ed3-11e3-bfac-90b11c41863e,KUBS 729
dca949a2-1ed3-11e3-bfac-90b11c41863e,KUBS 731
db21cf9c-1ed3-11e3-bfac-90b11c41863e,KUBS 733
db58c3e2-1ed3-11e3-bfac-90b11c41863e,KUBS 734
dcc2cc4e-1ed3-11e3-bfac-90b11c41863e,KUBS 735
dc9af398-1ed3-11e3-bfac-90b11c41863e,KUBS 741
dccc9af8-1ed3-11e3-bfac-90b11c41863e,KUBS 742
dcc2c5f3-1ed3-11e3-bfac-90b11c41863e,KUBS 748
dcbd1081-1ed3-11e3-bfac-90b11c41863e,KUBS 773
dc96483b-1ed3-11e3-bfac-90b11c41863e,KUBS 774
db5eba32-1ed3-11e3-bfac-90b11c41863e,KUBS 775
