"llaveejemplar","location_id","parent_location_id","higher_geography_id","higher_geography","continent","waterbody","islandgroup","island","nombrepaismapa","country_code","state_province","county","municipality","locality","minimum_elevation_in_meters","maximum_elevation_in_meters","minimum_distance_above_surface_in_meters","maximum_distance_above_surface_in_meters","minimum_depth_in_meters","maximum_depth_in_meters","vertical_datum","location_according_to","location_remarks","accepted_georreference_id","accepted_georreference_context_id"
"baad2af3b8daa6d4b1844e5d8b258d53","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TAMAULIPAS","VILLAGRAN","","Conrado Castillo","","","300.0","","","","","Gacetero | INEGI, 2005","","",""
"baad9e29a5f08b66223b5992478d158f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","TOTONTEPEC VILLA DE MORELOS","","La Nopalera","","","1600.0","","","","","Gacetero","","",""
"baaef21e820abfd90d4b620f1f4b38cf","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","PUTLA VILLA DE GUERRERO","","Santo Domingo del Estado","","","2446.0","","","","","Gacetero | INEGI, 2005","","",""
"bab3a2ed4eac0e8235aaaf1729f280fd","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","YUCATAN","MAXCANU","","Santa Rosa","","","13.0","","","","","Gacetero | INEGI, 2005","","",""
"bab4c0bb4685fbba5af3e20c7408e501","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Cerro Mactumatza"", ""tipo"":""Estatal"", ""distancia"":""1.544 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TUXTLA GUTIERREZ","","Cerca de Terán, en el Ejido Terán","560","","601.0","","","","","Gacetero | INEGI, 2005","","",""
"babb6ce9df69bb31dbd3eac6b81ec01a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","SAN JULIAN","","EL VALLE","","","1850.0","","","","","Gacetero","","",""
"bac3192a2bc22630a4dec0b1a3cb36ef","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Lago de Texcoco"", ""tipo"":""Federal"", ""distancia"":""0.264 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","ATENCO","","Tequixquitlan","","","2250.0","","","","","Gacetero | INEGI, 2005","","",""
"bac60061a08ddbd94b3b942bdba5deb8","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","MIAHUATLAN","","Miahutlán","","","1800.0","","","","","Gacetero | INEGI, 2005","","",""
"bac613fe20e158e58826e974858769a9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","TAMAZUNCHALE","","Ranchería El Sol","","","201.0","","","","","Gacetero | INEGI, 2005","","",""
"bad217ab4e5ec08c6610e48d8a89f390","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TONALA","","Los Cocos Tres Picos","","","20.0","","","","","Gacetero | INEGI, 2005","","",""
"bad711f5719c30699f15543dc2934b6e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUERRERO","CHILPANCINGO DE LOS BRAVO","","Chilpancingo","","","1250.0","","","","","Gacetero | INEGI, 2005","","",""
"bad8ca6f9f62b6b87e4ff384168f7b26","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","IXTAPALUCA","","Coatepec","","","2400.0","","","","","Gacetero | INEGI, 2005","","",""
"badb5eba061333c3a1f8b9f3e84c8ac1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Humedales de Montaña La Kisst"", ""tipo"":""Estatal"", ""distancia"":""0.805 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SAN CRISTOBAL DE LAS CASAS","","San Cristóbal de las Casas","","","1940.0","","","","","Gacetero | INEGI, 2005","","",""
"baddc219e2ef558abccc1f79a9ba0cc1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Paila - El Xihuingo: Tultengo-La Leona"", ""tipo"":""Estatal"", ""distancia"":""2.624 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","APAN","","San Miguel de las Tunas","","","2500.0","","","","","Gacetero | INEGI, 2005","","",""
"bae130c7bcd460ebf3c7e8d3b65b3530","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","PAPANTLA","","El Tajín","","","100.0","","","","","Gacetero | INEGI, 2005","","",""
"baed09d0dfe6e280e703944ee669acca","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTIAGO SUCHILQUITONGO","","Santiago Suchilquitongo","","","1730.0","","","","","Gacetero | INEGI, 2005","","",""
"baf06b1ef006699f822eb70f62c137e5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","HUIXTAN","","Okem","","","2260.0","","","","","Gacetero | INEGI, 2005","","",""
"baf0afba16bf576fd349247fd2f70197","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SAN LUIS POTOSI","SAN CIRO DE ACOSTA","","San Ciro de Acosta","","","900.0","","","","","Gacetero | INEGI, 2005","","",""
"baf89007d4a2a97708d5a4e9169048b1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTO DOMINGO TEHUANTEPEC","","Playa Cangrejo, Morro Mazatán","","","10.0","","","","","Gacetero | INEGI, 2005","","",""
"baf945840e7b12eeeab02cc2a4d6106e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN LAJARCIA","","La Estancia","","","720.0","","","","","Gacetero | INEGI, 2005","","",""
"baf9aef4166932bc643c538dee442bad","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Parque Ecológico Agua Tibia-Jeroche"", ""tipo"":""Estatal"", ""distancia"":""0.617 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","PURUANDIRO","","Km 2 Puruandiro-Las Tortugas","","","2001.0","","","","","Gacetero | INEGI, 2005","","",""
"bafad3fc37ca647134f1cc8278090f2f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LA INDEPENDENCIA","","La Patria","","","1437.0","","","","","Gacetero","","",""
"bafbb06658087947ae741b5f681b6c82","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","NUEVO LEON","PESQUERIA","","Cerca de Santa María","","","250.0","","","","","Gacetero | INEGI, 2005","","",""
"bb0509107a136503fc633da1dba170ae","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","LA TRINITARIA","","Trinitaria","","","1540.0","","","","","Gacetero | INEGI, 2005","","",""
"bb05c38bb89fa85387e8c89ed553c440","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ACALA","","Acala","","","450.0","","","","","Gacetero | INEGI, 2005","","",""
"bb0dc5b026ead779a7d3ea28212ee2e5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","AXAPUSCO","","SANTA MARIA ACTIPA","","","2440.0","","","","","Gacetero | INEGI, 2005","","",""
"bb0dd4c9b5102e08f21a1e418c5dc577","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OXCHUC","","El Cura","","","2000.0","","","","","Gacetero | INEGI, 2005","","",""
"bb0e60f7302a7961736d472880fde476","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","SONORA","MAZATAN","","MAZATAN","","","540.0","","","","","Gacetero | INEGI, 2005","","",""
"bb12c2a63b53b3c84edd89a53aa82d28","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Sierra Patlachique"", ""tipo"":""Estatal"", ""distancia"":""4.252 Kms""},{""nombre"":""Lago de Texcoco"", ""tipo"":""Federal"", ""distancia"":""1.473 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","ATENCO","","SAN SALVADOR ATENCO","","","2240.0","","","","","Gacetero | INEGI, 2005","","",""
"bb172d3c39c711552236f47cfbea374d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","VILLAFLORES","","CUAUHTEMOC","","","560.0","","","","","Gacetero | INEGI, 2005","","",""
"bb203a36c5d14de0a6cea53a8b006f1a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","SALVATIERRA","","Zona Federal","","","1749.0","","","","","Gacetero","","",""
"bb20a4b8842b7698e8e28ad8cbee7e9b","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","VALPARAISO","","Ejido Los Pomas","","","2060.0","","","","","Gacetero | INEGI, 2005","","",""
"bb211742943ab0243d4b34fd6f88415a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","CUYAMECALCO VILLA DE ZARAGOZA","","Cuyamecalco, Villa de Zaragoza","","","1680.0","","","","","Gacetero | INEGI, 2005","","",""
"bb238f6689f61b93156d5fb6b868863c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","AMATENANGO DE LA FRONTERA","","Tapizala","","","720.0","","","","","Gacetero | INEGI, 2005","","",""
"bb2bca9fd449ba75b08b1d93a8f30239","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","JITOTOL","","Jitotol","","","1650.0","","","","","Gacetero | INEGI, 2005","","",""
"bb2d0ae95708d90ad6d0820b93aa76c4","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","","","","9999.0","","","","","","","",""
"bb2f95d155405bf11265786ed9d9d238","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","JALISCO","JILOTLAN DE LOS DOLORES","","El Saucito","","","1300.0","","","","","Gacetero | INEGI, 2005","","",""
"bb31969066b8673ec75b29f5f7cca8c2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TUXTLA CHICO","","La Toma y Margaritas","","","360.0","","","","","Gacetero | INEGI, 2005","","",""
"bb3956f4c9f7f34c444dc4328e2a2db9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","CUAUHTEMOC","","Villa Cuauhtémoc","","","2210.0","","","","","Gacetero","","",""
"bb3c46ac4db8a5c77be82cee8ea98145","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","OCOSINGO","","Sibaca","","","1000.0","","","","","Gacetero | INEGI, 2005","","",""
"bb438f07e7a7772bae77720b1d43c5dc","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""El Zapién"", ""tipo"":""Estatal"", ""distancia"":""3.022 Kms""},{""nombre"":""Barranca del Cupatitzio"", ""tipo"":""Federal"", ""distancia"":""1.028 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MICHOACAN DE OCAMPO","URUAPAN","","Uruapan","","","1620.0","","","","","Gacetero | INEGI, 2005","","",""
"bb486f61060c797cc1a4fa936905ac1d","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","ANGEL ALBINO CORZO","","Nueva Palestina","","","730.0","","","","","Gacetero | INEGI, 2005","","",""
"bb4ce09406f95fcb8d34825c57d36264","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS","","San Juan B. Ixtenco","","","2601.0","","","","","Gacetero | INEGI, 2005","","",""
"bb52db098750153f9028a779484518df","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIHUAHUA","IGNACIO ZARAGOZA","","Tres Castillos","","","2164.0","","","","","Gacetero | INEGI, 2005","","",""
"bb52f8f55e1627acb7601008da357c78","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN BAUTISTA VALLE NACIONAL","","Monte Negro","","","80.0","","","","","Gacetero | INEGI, 2005","","",""
"bb5c93bec44402dac891050e7bc5d844","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","PIJIJIAPAN","","San Isidro","","","20.0","","","","","Gacetero | INEGI, 2005","","",""
"bb6847656dd59a5111fd4abc38c02abe","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","ZEMPOALA","","Jaguey de Tellez","","","2420.0","","","","","Gacetero","","",""
"bb6856dd1f5b8ee8ea10e91c450cbe24","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","GUTIERREZ ZAMORA","","CACAHUATAL","","","20.0","","","","","Gacetero | INEGI, 2005","","",""
"bb6dd18a7b3abeebf3d519b4f66766c5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","ZACATECAS","SOMBRERETE","","Colonia González Ortega","","","2210.0","","","","","Gacetero | INEGI, 2005","","",""
"bb6e83d64a05046f8e278abc5ebb7d0f","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN MARTIN TILCAJETE","","San Martín Tilcajete","","","1500.0","","","","","Gacetero","","",""
"bb70a6bc60dae20ea169739cc895e9ac","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","COAHUILA DE ZARAGOZA","SAN PEDRO","","Cerca de Santa Elena (Francisco Zarco)","","","1100.0","","","","","Gacetero | INEGI, 2005","","",""
"bb724f044c913a0dbd89a28e9183728c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","HUIXTAN","","Basom","","","2360.0","","","","","Gacetero | INEGI, 2005","","",""
"bb726c1376b514f17f9f3aeef585e572","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Corredor Biológico Chichinautzin"", ""tipo"":""Federal"", ""distancia"":""0.532 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MORELOS","TLALNEPANTLA","","Tlalnepantla","","","2050.0","","","","","Gacetero | INEGI, 2005","","",""
"bb770fb8907050a40b2c16aada92e964","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN ANTONIO HUITEPEC","","Loma de Miel","","","2280.0","","","","","Gacetero | INEGI, 2005","","",""
"bb7858a50ba2be22f424ad965b2101f9","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTA MARIA LACHIXIO","","Santa María Lachixio","","","2297.0","","","","","Gacetero | INEGI, 2005","","",""
"bb897c13e8a135821c265212e8184c30","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","SIMOJOVEL","","Santa Anita","","","940.0","","","","","Gacetero | INEGI, 2005","","",""
"bb8d262d9d8d8c9fd8b3f3f0fc90e2ee","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","CUETZALAN DEL PROGRESO","","Atalpa","","","640.0","","","","","Gacetero | INEGI, 2005","","",""
"bb905f2f14ffc0f09c7b656c5d786b94","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","HIDALGO","SANTIAGO DE ANAYA","","Pueblo: El Encino","","","2105.0","","","","","Gacetero","","",""
"bb91a6b73fa6306e2304237c79ddf0c1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","TUXTLA CHICO","","La Toma y Margaritas","","","360.0","","","","","Gacetero | INEGI, 2005","","",""
"bb9a50955dcdb8b8236a398f77e00c0a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","TLAHUAPAN","","GUADALUPE ZARAGOZA","","","2600.0","","","","","Gacetero | INEGI, 2005","","",""
"bba687e98c48c37a5760256027398e1a","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","PAPANTLA","","El Tajín","","","100.0","","","","","Gacetero | INEGI, 2005","","",""
"bba9fee7ffba2aa3828da2e07b9ce3a5","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","","","","","","San Bartolo Carmona","","","80.0","","","","","","","",""
"bbac3ea5e308c7ed11bfa1b80726e7bb","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","PAPANTLA","","El Tajín","","","100.0","","","","","Gacetero | INEGI, 2005","","",""
"bbad42ad93eae5deeaf2e77fc20b4cff","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","VERACRUZ DE IGNACIO DE LA LLAVE","LANDERO Y COSS","","Landero y Coss","","","1980.0","","","","","Gacetero | INEGI, 2005","","",""
"bbb3ffd4499553a462d6a7fdb822e44c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Nahuatlaca Matlazinca"", ""tipo"":""Estatal"", ""distancia"":""0.241 Kms""},{""nombre"":""Ciénegas del Lerma"", ""tipo"":""Federal"", ""distancia"":""0.921 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","MEXICO","TEXCALYACAC","","Texcalyacac","","","2580.0","","","","","Gacetero | INEGI, 2005","","",""
"bbb4361cc03d9c50bc90c2536592e2e2","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","IXTLAN DE JUAREZ","","Santa María Yahuichi","","","1800.0","","","","","Gacetero | INEGI, 2005","","",""
"bbc93bea77f9e089f102fccfb4b0c761","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","PUEBLA","SAN MATIAS TLALANCALECA","","Palmillas","","","2370.0","","","","","Gacetero | INEGI, 2005","","",""
"bbcb8f12d1a777926bf1af812af7a678","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","CELAYA","","celaya","","","1750.0","","","","","Gacetero | INEGI, 2005","","",""
"bbce7b7abe0dcc49030cb74459ca34fa","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""La Montaña Malinche o Matlalcuéyatl"", ""tipo"":""Federal"", ""distancia"":""1.683 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","TLAXCALA","ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS","","Cerca de San Pablo Zitlaltepec","","","2540.0","","","","","Gacetero | INEGI, 2005","","",""
"bbd187eb85277c348160d64c3b5f214c","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","YUCATAN","TEKAX","","Becanchen","","","150.0","","","","","Gacetero | INEGI, 2005","","",""
"bbe21dd48a0af0474415cceac7269860","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Tehuacán-Cuicatlán"", ""tipo"":""Federal"", ""distancia"":""0.12 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","CONCEPCION PAPALO","","Concepción Pápalo","","","2170.0","","","","","Gacetero","","",""
"bbe3affbf15fde144394bf181a54a9f3","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Tehuacán-Cuicatlán"", ""tipo"":""Federal"", ""distancia"":""2.866 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SAN JUAN TEPEUXILA","","San Sebastián Tlacolula","","","1680.0","","","","","Gacetero | INEGI, 2005","","",""
"bbf15440976bad4c34ab1af7c45e06fb","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[{""nombre"":""Laguna de Yuriria y su Zona de Influencia"", ""tipo"":""Estatal"", ""distancia"":""0 Kms""}], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","GUANAJUATO","YURIRIA","","Puquichapio","","","1740.0","","","","","Gacetero | INEGI, 2005","","",""
"bbfa7f49389d1aba26b6b25363ab4c4e","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","QUERETARO","AMEALCO DE BONFIL","","Santiago Mexquititlán","","","2420.0","","","","","Gacetero | INEGI, 2005","","",""
"bbfc893a2982547cb9563df1695c54f1","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","CHIAPAS","FRONTERA COMALAPA","","Santa Teresa Llano Grande","","","700.0","","","","","Gacetero | INEGI, 2005","","",""
"bbfdff2b13f4b1cc58941422f1379813","","","","{""regionMarina"":{""nombre"":""""}, ""ANP"":[], ""regionConservacionAves"":{""nombre"":""""}, ""AICA"":{""nombre"":""""}}","","","","","MEXICO","","OAXACA","SANTIAGO JUXTLAHUACA","","San Juan Copala","","","1500.0","","","","","Gacetero | INEGI, 2005","","",""
