reference_id,reference_type,bibliograohic_citation,reference_year,reference_iri,is_peer_reviewed
54156fb6-48bb-4b59-92d6-4039b4ec782b,JOURNAL_ARTICLE,Phylogenetic and biogeographical relationships of the Sander pikeperches (Percidae: Perciformes): patterns across North America and Eurasia. Biol. J. Linn. Soc.. 110: 156-179,2013,https://doi.org/10.1111/bij.12114,
2db84927-98d4-4dd4-89d8-2fc6f8279deb,DISSERTATION,Systematics of the African Catfish Family Amphiliidae (Teleostei: Siluriformes): 1-214,2013,,
0a602bc1-025d-40cb-adcb-4680c631e35f,JOURNAL_ARTICLE,The secret of the mermaid's purse: Phylogenetic affinities within the Rajidae and the evolution of a novel reproductive strategy in skates. Mol. Phylo. Evo.,2014,https://doi.org/10.1016/j.ympev.2014.01.012,
6933fa64-a68b-410c-89d8-b613e8f56579,JOURNAL_ARTICLE,Phylogeny and biogeography of a shallow water fish clade (Teleostei: Blenniiformes). BMC Evo. Biol.. 13:210: 1-18,2013,https://doi.org/10.1186/1471-2148-13-210,
a9f14479-3898-4630-83f8-c5beb6b08b00,JOURNAL_ARTICLE,Seven-locus molecular phylogeny of Myctophiformes (Teleostei; Scopelomorpha) highlights the utility of the order for studies of deep-sea evolution. Mol. Phylo. Evo.. 76: 270-292,2014,https://doi.org/10.1016/j.ympev.2014.02.009,
ae480b25-275d-48d6-a255-ee67e25bd725,JOURNAL_ARTICLE,Two alternative multiplex PCRs for the identification of the seven species of anglerfish (Lophius spp.) using an end-point or a melting curve analysis real-time protocol. Food Chemistry. 166: 1-9,2014,https://doi.org/10.1016/j.foodchem.2014.06.014,
9a9258d4-9412-4c89-b0b4-40c070f92c6d,JOURNAL_ARTICLE,Different on the inside: extreme swimbladder sexual dimorphism in the South Asian torrent minnows. Biol. Lett.. 10: 1-8,2014,https://doi.org/10.1098/rsbl.2014.0348,
f47b0aac-566e-4d36-bf37-34d523346f2f,JOURNAL_ARTICLE,"Mitochondrial DNA phylogeography of the Labeobarbus intermedius complex (Pisces, Cyprinidae) from Ethiopia. J. Fish Biol.. 85: 228-245",2014,https://doi.org/10.1111/jfb.12408,
726fbe90-e93e-43a4-8fff-0570c1de2db0,JOURNAL_ARTICLE,Revision of the systematics of the cardinalfishes (Percomorpha: Apogonidae) based on molecular analyses and comparative reevaluation of morphological characters. Zootaxa. 3846(2): 151-203,2014,https://doi.org/10.11646/zootaxa.3846.2.1,
1cc43c95-5e5c-4e07-9cf6-1007ce01e012,JOURNAL_ARTICLE,DNA and Mini-DNA barcoding for the identification of Porgies species (family Sparidae) of commercial interest on the international market. Food Control. 50: 589-596,2015,https://doi.org/10.1016/j.foodcont.2014.09.025,
5b3689e2-6213-4544-86f5-e0f4768bd928,JOURNAL_ARTICLE,"A new species of the cardinalfish genus Siphamia (Perciformes, Apogonidae) from West Papua, Indonesia. Zootaxa. 3881(4): 328-340",2014,https://doi.org/10.11646/zootaxa.3881.4.2,
e0a4b4cb-5222-49d4-b31b-3ab483055d84,JOURNAL_ARTICLE,New insights on early evolution of spiny-rayed fishes (Teleostei: Acanthomorpha). Front. Mar. Sci.. 1: 53,2014,https://doi.org/10.3389/fmars.2014.00053,
7c58e655-843d-4a4d-9a5b-726f736dc59a,JOURNAL_ARTICLE,Molecular systematics and historical biogeography of the Nocomis biguttatus species group (Teleostei: Cyprinidae): Nuclear and mitochondrial introgression and a cryptic Ozark species. Mol. Phylo. Evo.. 81: 109-119,2014,https://doi.org/10.1016/j.ympev.2014.09.011,
4966ed8d-30d7-4e9b-a120-e66611f0b7c2,JOURNAL_ARTICLE,Evolution of codfishes (Teleostei: Gadinae) in geographical and ecological space: evidence that physiological limits drove diversification of subarctic fishes. J. Biogeogr.. 42(6): 1091-1102,2015,https://doi.org/10.1111/jbi.12483,
df822220-a215-4931-b171-c78911010111,JOURNAL_ARTICLE,Epural bones in teleost fishes: a problem of phylogenetic homology. Ichthyol. Res.. 62: 131-144,2015,https://doi.org/10.1007/s10228-014-0413-z,
04fc6446-3e96-4bbf-922c-3b4cea3859cc,JOURNAL_ARTICLE,Molecular systematics of the Asian torrent minnows (Ostariophysi: Psilorhynchidae) inferred from nuclear and mitochondrial DNA sequence data. J Zoolog Syst Evol Res. 53(1): 33-44,2014,https://doi.org/10.1111/jzs.12090,
7ae6b5dc-adf0-46dd-8f5b-f0983f3d9ee9,JOURNAL_ARTICLE,"Silvinichthys, a new genus of trichomycetrid catfishes from the Argentinian Andes, with redescription of Trichomycterus nigricans. Ichthyol. Explor. Freshwaters. 9(4): 347-370",1998,https://www.researchgate.net/profile/Gloria_Arratia/publication/258821141_Arratia_G_Silvinichthys_a_new_genus_of_trichomycterid_catfishes_from_the_Argentinean_Andes_with_redescription_of_Trichomycterus_nigricans_Ichthyological_Exploration_of_Freshwaters/links/53e0f38d0cf2d79877a50f74.pdf,
66677122-f302-4c72-b360-ef50ef9b3e4c,JOURNAL_ARTICLE,Skipping across the tropics: The evolutionary history of sawtail surgeonfishes (Acanthuridae: Prionurus). Mol. Phylo. Evo.. 84: 166-172,2015,https://doi.org/10.1016/j.ympev.2014.12.017,
e2ec9903-d1ea-490c-8c85-f604ec58b300,JOURNAL_ARTICLE,Molecular phylogenetics of sculpins of the subfamily Oligocottinae (Cottidae). Mol. Phylo. Evo.. 86: 64-74,2015,https://doi.org/10.1016/j.ympev.2015.03.006,
443b8189-6503-42af-9602-52ea4140f71c,JOURNAL_ARTICLE,"Multi-locus fossil-calibrated phylogeny of Atheriniformes (Teleostei, Ovalentaria). Mol. Phylo. Evo.. 86: 8-23",2015,https://doi.org/10.1016/j.ympev.2015.03.001,
264a1381-cc55-42e0-a35b-13c0db8fd070,JOURNAL_ARTICLE,Ensuring seafood identity: Grouper identification by real-time nucleic acid sequence-based amplification (RT-NASBA). Food Control. 31: 337-344,2013,https://doi.org/10.1016/j.foodcont.2012.11.012,
04b695c9-b5a6-4692-a0bf-f470512c604e,JOURNAL_ARTICLE,A handheld sensor assay for the identification of grouper as a safeguard against seafood mislabeling fraud. Food Control. 53: 81-90,2015,https://doi.org/10.1016/j.foodcont.2015.01.022,
586fba53-e924-449a-ac71-ad09ebfbdc96,JOURNAL_ARTICLE,Genetic differences among three species of the genus Trichiurus (Perciformes: Trichiuridae) based on mitochondrial DNA analysis. Ichthyol. Res.. 53: 93-96,2006,https://doi.org/10.1007/s10228-005-0313-3,
70f3be0a-25ed-4fd6-9327-2d3ed8d35248,JOURNAL_ARTICLE,"A Revision of Lepidocephalichthys (Teleostei: Cobitidae) with Descriptions of Two New Species from Thailand, Laos, Vietnam, and Myanmar. Copeia. 2010: 137-159",2010,https://doi.org/10.1643/CI-08-240,
d79d3f15-944f-47e7-a4aa-330d7f4f5775,JOURNAL_ARTICLE,"The Caudal Skeleton of the Zebrafish, Danio rerio, from a Phylogenetic Perspective: A Polyural Interpretation of Homologous Structures. Copeia. 103(4): 740-750",2015,https://doi.org/10.1643/CG-14-105,
1b22b9f0-35ca-4d97-b228-801882b90c4e,JOURNAL_ARTICLE,"Descriptions of thirty-four new species of the fish genus Pempheris (Perciformes: Pempheridae), with a key to the species of the western Indian Ocean. J. Ocean. Sci. Found.. 18: 1-77",2015,,
7a64ec91-205a-4b26-bc76-8dff929d5f1a,JOURNAL_ARTICLE,Variation in the Posttemporal-Supracleithrum Articulation in Euteleosts. Copeia. 103(4): 751-770,2015,https://doi.org/10.1643/CG-14-099,
921ca0b5-b3ea-4cd7-8baa-e661b148a9cf,JOURNAL_ARTICLE,"Morphology, Taxonomy, and Phylogeny of Triassic Pholidophorid Fishes (Actinopterygii, Teleostei). J. Vert. Paleo.. 33(S1): 1-138",2013,https://doi.org/10.1080/02724634.2013.835642,
543bb45e-a72d-4512-b217-1bb148c033d6,JOURNAL_ARTICLE,Complexities of Early Teleostei and the Evolution of Particular Morphological Structures through Time. Copeia. 103(4): 999-1025,2015,https://doi.orgi/10.1643/CG-14-184,
31789a1a-cf5d-4ff1-9736-2675465923b0,JOURNAL_ARTICLE,The Covert World of Fish Biofluorescence: A Phylogenetically Widespread and Phenotypically Variable Phenomenon. PloS ONE. 9(1): 1-9,2014,https://doi.org/10.1371/journal.pone.0083259,
ea203cac-b3e8-461f-8777-261cc6215204,JOURNAL_ARTICLE,Two new Cardinalfishes of the Indo-Pacific fish genus Zoramia (Apogonidae). Proc. Cal. Acad. Sci.. 56(33): 625-637,2005,https://www.researchgate.net/profile/David_Greenfield2/publication/267333320_Two_new_cardinalfishes_of_the_Indo-Pacific_fish_genus_Zoramia_Apogonidae/links/54b6978a0cf2e68eb27ea35d.pdf,
1c3666e8-1204-4bb3-9883-3df7b6b8776d,JOURNAL_ARTICLE,"A New Species of the Darter Subgenus Doration (Percidae: Etheostoma) from the Caney Fork River System, Tennessee. Copeia. 2009(1): 157-170",2009,http://doi.org/10.1643/CI-07-129,
0ec8b600-a3b6-411a-b7f5-880931f01f61,JOURNAL_ARTICLE,Systematic affinities of Notropis topeka (Topeka shiner) inferred from sequences of the cytochrome b gene. Copeia. 1995(1): 199-204,1995,https://doi.org/10.2307/1446815,
a0b05824-585e-4ea6-98ea-4bd371b28d42,DISSERTATION,Integrating Molecular Evolution and Morphology to Study the Evolutionary History of Lizardfishes and their Allies: 1-205,2009,,
06112a2f-5ee3-4a4b-a55d-942e8a937de3,JOURNAL_ARTICLE,"Pseudecheneis maurus, a new species of glyptosternine catfish (Teleostei: Sisoridae) from Central Vietnam. Zootaxa. 1406: 25-32",2007,https://doi.org/10.5281/zenodo.175511,
7cc8edad-c371-4265-aeb0-11e8af4bf4f2,JOURNAL_ARTICLE,"Early Development of the Caudal Fin Skeleton of Capelin, Mallotus villosus (Osmeridae). Copeia. 2014(2): 355-365",2014,https://doi.org/10.1643/CG-13-098,
7317a29a-ff22-402a-8678-bc8c7dbd29f7,JOURNAL_ARTICLE,Evolutionary Relationships of the Deep-Sea Pearleyes (Aulopiformes: Scopelarchidae) and a New Genus of Pearleye from Antarctic Waters. Copeia. 103(1): 64-71,2015,https://doi.org/10.1643/CI-14-139,
99530baf-93c1-4dd5-9882-17aaf140a2e5,JOURNAL_ARTICLE,The First Report of Luminescent Liver Tissue in Fishes: Evolution and Structure of Bioluminescent Organs in the Deep-Sea Naked Barracudinas (Aulopiformes: Lestidiidae). J Morpho.. 276: 310-318,2015,https://doi.org/10.1002/jmor.20341,
e8793284-6fe2-4d04-a6b9-add5fed24b91,JOURNAL_ARTICLE,Evidence of a specialized feeding niche in a Late Triassic ray-finned fish: evolution of multidenticulate teeth and benthic scraping in †Hemicalypterus. Sci. Nat.. 102(10): 1-7,2015,https://doi.org/10.1007/s00114-015-1262-y,
e405c820-3dc4-4a74-b7e2-c2ba42e5ef4c,JOURNAL_ARTICLE,Phylogeography of Rhinichthys cataractae (Teleostei: Cyprinidae): pre-glacial colonization across the Continental Divide and Pleistocene diversification within the Rio Grande drainage. Biol. J. Linn. Soc.. 111: 317-333,2014,https://doi.org/10.1111/bij.12209,
27364e75-23e3-4813-af8d-c53eb8289ede,JOURNAL_ARTICLE,Three new species of Turcinoemacheilus from Iran and Turkey (Teleostei: Nemacheilidae). Ichthyol. Explor. Freshwaters. 24(3): 257-273,2014,https://www.researchgate.net/profile/Matthias_Geiger2/publication/261361983_Three_new_species_of_Turcinoemacheilus_from_Iran_and_Turkey_Teleostei_Nemacheilidae/links/00b7d534012765d175000000.pdf,
c304590d-fe5c-4fb7-8131-e851b30efbb3,BOOK_SECTION,Reassessment of the morphology of Cheirolepis canadensis (Cheirolepididae: Actinopterygii): 165-197,1996,,
aa5f4398-b151-4a00-9b23-ab85e63703ef,BOOK_SECTION,The monophyly of Teleostei and stem-group teleosts.  Consensus and disagreements: 265-334,1999,,
7ad12579-583f-40ee-86cb-1ea7aa8e1bc2,JOURNAL_ARTICLE,Identifying patterns of diversity of the actinopterygian fulcra. Acta Zoo.. 90(1): 220-235,2009,https://doi.org/10.1111/j.1463-6395.2008.00375.x,
9f100cc8-9aa5-4926-83cd-08a922349e23,DISSERTATION,Evolution of the suborder Blennioidei: phylogeny and phylogeography of a shallow water fish clade: 1-150,2009,,
22039c4f-f690-4d9e-903a-de169d497253,DISSERTATION,RNA Detection Technology for Applications in Marine Science: Microbes to Fish: 1-118,2014,,
71ecc6a7-ed96-4c75-abda-74574c86aefb,JOURNAL_ARTICLE,"Morphological and molecular variation in the least madtom Noturus hildebrandi (Siluriformes: Ictaluridae), a Mississippi Embayment endemic: evidence for a cryptic lineage in the Hatchie River. J. Fish Biol.. 86: 493-526",2015,https://doi.org/10.1111/jfb.12574,
d2f80bf2-661a-4242-b137-29fe6b797f95,JOURNAL_ARTICLE,Microanatomy of the Paired-Fin Pads of Ostariophysan Fishes (Teleostei: Ostariophysi). J Morpho.. 273: 1127-1149,2012,https://doi.org/10.1002/jmor.20049,
51542668-3700-4697-b02f-084ae158d60c,JOURNAL_ARTICLE,A New Species of Darter from the Ouachita Highlands in Arkansas Related to Percina nasuta (Percidae: Etheostomatinae). Bull. Peabody Mus. Nat. Hist.. 55(2): 237-252,2014,https://doi.org/10.3374/014.055.0211,
cb624605-e64e-44dc-a0e8-3a3ffaaff99b,JOURNAL_ARTICLE,"Taxonomy of chain Danio, an Indo-Myanmar species assemblage, with descriptions of four new species (Teleostei: Cyprinidae). Ichthyol. Explor. Freshwaters. 25(4): 357-380",2015,http://www.pfeil-verlag.de/wp-content/uploads/2015/05/ief25_4_08.pdf,
dfd4098f-baeb-48ca-a75f-b9f7c732160a,JOURNAL_ARTICLE,Patterns of Natural Hybridization in Darters (Percidae: Etheostomatinae). Copeia. 2009(4): 758-773,2009,https://doi.org/10.1643/CI-09-008,
08f153d3-d805-449a-9801-0875c0dbbe0b,JOURNAL_ARTICLE,"An updated inventory of all known specimens of the coelacanth, Latimeria spp.. Smithiana. 3: 1-52",2011,,
3a328891-cef1-4e81-ad3a-be350a71b02e,JOURNAL_ARTICLE,Conspectus cobitidum*: An Inventory of the loaches of the world (Teleostei: Cypriniformes: Cobitoidei). Raffles Bull. Zoo.. 26: 1-199,2012,,
9046b9fb-0cfd-47dd-93a8-d5cae299d573,TECHNICAL_REPORT,"Status Report for the Southern Cavefish, Typhlichthys subterraneous in Arkansas: 1-37",2007,,
32755ca0-4dda-4439-8406-5c569a02b9f3,JOURNAL_ARTICLE,"Phylogeny and taxonomy of sculpins, sandfishes, and snailfishes (Perciformes: Cottoidei) with comments on the phylogenetic significance of their early-life-history specializations. Mol. Phylo. Evo.. 79: 332-352",2014,https://doi.org/10.1016/j.ympev.2014.06.028,
92113c9a-857b-4509-82f4-6d3604b5f002,JOURNAL_ARTICLE,Doomed before they are described? The need for conservation assessments of cryptic species complexes using an amblyopsid cavefish (Amblyopsidae: Typhlichthys) as a case study. Bio. & Conser.. 22(8): 1799-1820,2013,https://doi.org/10.1007/s10531-013-0514-4,
278ddcb5-6b82-46bd-9988-6bc6101fe7ad,TECHNICAL_REPORT,Threadfins of the World (Family Polynemidae): An annotated and illustrated catalogue of Polynemid species known to date: 1-131,2004,,
adeb0f23-86ed-483e-a564-048aaa69c8d5,JOURNAL_ARTICLE,"Revision of Panaque (Panaque), with Descriptions of Three New Species from the Amazon Basin (Siluriformes, Loricariidae). Copeia. 2010(4): 676-704",2010,https://doi.org/10.1643/CI-09-185,
07702adf-a89d-4fa8-9376-e5cf46bba9a7,JOURNAL_ARTICLE,"Hagfish phylogeny and taxonomy, with description of the new genus Rubicundus (Craniata, Myxinidae). J Zoolog Syst Evol Res. 51(4): 296-307",,https://doi.org/10.1111/jzs.12035,
c6b6962b-afd2-4fe9-9d51-4bbda7df1673,DISSERTATION,Geometric Morphometrics and Phylogeny of the Catfish genus Mystus Scopoli (Siluriformes:Bagridae) and North American Cyprinids (Cypriniformes): 1-128,2013,,
89563b6f-2c1f-4890-837b-f7db5f7b1b3c,JOURNAL_ARTICLE,"Molecules, morphology, missing data and the phylogenetic position of a recently extinct madtom catfish (Actinopterygii: Ictaluridae). Zoo. J Linn. Soc.. 155: 60-75",2009,https://doi.org/10.1111/j.1096-3642.2008.00432.x,
e63cb7e0-2f7b-4563-b398-025f1639fcd6,JOURNAL_ARTICLE,Evolution of venom delivery structures in madtom catfishes (Siluriformes: Ictaluridae). Biol. J. Linn. Soc.. 102: 115-129,2011,https://doi.org/10.1111/j.1095-8312.2010.01578.x,
75d6e448-4497-4c63-bef6-5cde45154553,JOURNAL_ARTICLE,"Etheostoma erythrozonum, a new species of darter (Teleostei: Percidae) from the Meramec River drainage, Missouri. Zootaxa. 2095: 1-7",2009,https://doi.org/10.5281/zenodo.274836,
7b8bd41d-039b-4d3c-bf74-9ebfd1ea5c79,JOURNAL_ARTICLE,"Redescription of Batasio merianiensis, a catfish (Teleostei: Bagridae) from northeastern India. JoTT. 1(5): 253-256",2009,https://doi.org/10.11609/JoTT.o2177.253-6,
8866add3-ad83-402f-abce-b2e7849a4d2e,JOURNAL_ARTICLE,"Glyptothorax rugimentum, a new species of catfish from Myanmar and Western Thailand (Teleostei: Sisoridae). Raffles Bull. Zoo.. 56(1): 129-134",2008,,
827ba07f-63ec-4649-9bdd-1736b2300920,JOURNAL_ARTICLE,"Pseudolaguvia ferula, a new species of sisoroid catfish (Teleostei: Erethistidae) from India. Zootaxa. 1229: 59-68",2006,https://doi.org/10.11646/zootaxa.1229.1.5,
17860e50-44c5-4777-9e84-f33a6ef62deb,JOURNAL_ARTICLE,"Glyptothorax botius (Hamilton, 1822), a valid species of catfish (Teleostei: Sisoridae) from northeast India, with notes on the identity of G. telchitta (Hamilton, 1822). Zootaxa. 930: 1-19",2005,https://doi.org/10.11646/zootaxa.930.1.1,
ee85a795-af73-4f1f-94d6-007285f2da33,JOURNAL_ARTICLE,"Glyptothorax plectilis, a new species of hillstream catfish from northern Sumatra (Teleostei: Sisoridae). Pro. Aca. Nat. Sci. Phil.. 157: 137-147",2008,https://doi.org/10.1635/0097-3157(2008)157%5B137:GPANSO%5D2.0.CO;2,
b1f5c791-49f9-4d1c-966d-91c18a2d61f3,JOURNAL_ARTICLE,Incorporating molecular phylogenetics with larval morphology while mitigating the effects of substitution saturation on phylogeny estimation: A new hypothesis of relationships for the flatfish family Pleuronectidae (Percomorpha: Pleuronectiformes). Mol. Phylo. Evo.. 56: 586-600,2010,https://doi.org/10.1016/j.ympev.2010.04.036,
8c6e75b8-d24e-4adb-90f8-f5bb1215fe9a,DISSERTATION,Geometric morphometric analysis of skeletal shape variation across the pleuronectiformes : 1-106,2014,,
faeb8373-1fc9-4ed0-b9e8-f0049ec73b4c,DISSERTATION,Unraveling the systematics of Palaeoniscoid fishes - Lower Actinopterygians in need of a complete phylogenetic revision: 1-476,2012,,
57778e74-9766-4135-93c7-802ca321542d,DISSERTATION,Patterns of evolution in Gobies (Teleostei: Gobiidae) a multi-scale phylogenetic investigation: 1-129,2014,,
0b011ec1-bda4-49a6-b1f1-836ae5abf1e4,DISSERTATION,"Population genetics, phylogeography, and morphology of Notropis stramineus: 1-138",2011,,
55352ba6-bceb-4bce-96f7-222064a3476a,JOURNAL_ARTICLE,"Skipjack herring, Alosa chrysochloris, in the Missouri River Basin. Copeia. 1975(2): 382-285",1975,https://doi.org/10.2307/1442900,
849b9116-3c6b-48c0-8490-a38748a47f3c,JOURNAL_ARTICLE,"River Sturgeons of the American Genus Scaphirhynchus: Characters, distribution and Synonymy. Pap. Mich. Acad. Sci. Arts & Let.. 39: 169-208",1954,http://www.nativefishlab.net/library/textpdf/17253.pdf,
04ea797f-4a58-47cc-8366-1b43ee1a91d0,JOURNAL_ARTICLE,Spatial Pattern and Environmental Correlates of a Midwestern Stream Fish Community: Including Spatial Autocorrelation as a Factor in Community Analyses. Am. Midl. Nat.. 146: 271-289,2001,https://doi.org/10.1674/0003-0031(2001)146%5B0271:SPAECO%5D2.0.CO;2,
b60fa54e-cd94-4e17-8433-624aaefd82bf,JOURNAL_ARTICLE,"Systematics of the Notropis zonatus Species Group, with Description of a New Species from the Interior Highlands of North America. Copeia. 1988(1): 153-173",1988,https://doi.org/10.2307/1445934,
331197ac-4029-4a6e-bb26-3bcb4a8b77ca,JOURNAL_ARTICLE,Selected Records of Stream Fishes from the Kansas River Basin in Kansas. Trans. Kan. Acad. Sci.. 100(3/4): 123-132,1997,https://doi.org/10.2307/3628000,
318525ad-b7c1-46ea-828e-4391564a5a67,JOURNAL_ARTICLE,"Distributional History of the Rainbow Smelt, Osmerus mordax (Salmoniformes:  Osmeridae) in the Mississippi River Basin. Copeia. 1987(4): 1051-1054",1987,https://doi.org/10.2307/1445575,
5f9d6c7d-e196-4f99-a326-d744f1025e99,JOURNAL_ARTICLE,"Synonymy, Characters, and Distribution of the American Cyprinid Fish Notropis shumardi. Copeia. 1962(4): 807-819",1962,https://doi.org/10.2307/1440683,
ff080408-e809-4f20-b422-8fa65bdf168b,JOURNAL_ARTICLE,An Ichthyological Survey of the Forks of the Platte River in Western Nebraska. Trans. Neb. Acad. Sci.. 23: 65-84,1996,https://digitalcommons.unl.edu/tnas/86,
15c40c31-3133-40a5-b093-a54ba7e680d9,JOURNAL_ARTICLE,"Nuptial Structures in the Subgenus Catonotus, Genus Etheostoma (Percidae). Copeia. 1985(3): 580-583",1985,https://doi.org/10.2307/1444747,
106a10c8-6c67-497d-96cd-8d5d6f809e17,JOURNAL_ARTICLE,Some Late Pleistocene Fishes of Lake Bonneville. Copeia. 1968(4): 807-816,1968,https://doi.org/10.2307/1441848,
61a89dff-bcba-48db-8a58-6c7c296e5ee0,JOURNAL_ARTICLE,"Etheostoma pallididorsum, a New Percid Fish from the Caddo River System of Arkansas. Copeia. 1962(3): 556-561",1962,https://doi.org/10.2307/1441178,
82eda8bd-e516-4c6b-a8cd-60f6bbc64674,JOURNAL_ARTICLE,"Brain morphology and turbidity preference in Notropis and related genera (Cyrpinidae, Teleostei). Env. Biol. Fishes. 33: 153-165",1992,https://doi.org/10.1007/BF00002561,
4564846e-ca81-4266-9383-f5aa17ad7c89,JOURNAL_ARTICLE,"First Records of Cyprinodon rubrofluviatilis (Cyprinodontidae) from the Colorado and Arkansas River Systems, Texas. SW. Nat.. 22(1): 142-143",1977,https://doi.org/10.2307/3670481,
59ea5d0f-95cb-4680-9159-c09871f2164a,JOURNAL_ARTICLE,Records of Fishes Little-Known from Kansas. Trans. Kan. Acad. Sci.. 57(4): 473-479,1954,https://doi.org/10.2307/3625930,
fe6c991e-9454-4866-a70b-ba4419ceadbb,JOURNAL_ARTICLE,Current status of native fish species in Kansas. Trans. Kan. Acad. Sci.. 108(1/2): 32-46,2005,https://doi.org/10.1660/0022-8443(2005)108%5B0032:CSONFS%5D2.0.CO;2,
742cd8de-6664-4267-8890-7bf45817d2de,JOURNAL_ARTICLE,"Stream Capture and the Distribution of the Percid Fish Etheostoma sagitta, with Geologic and Taxonomic Considerations. Copeia. 1961(1): 1-8",1961,https://doi.org/10.2307/1440163,
666f1b7f-6168-412c-b32d-3df70c72e557,JOURNAL_ARTICLE,Phylogenetic Relationships of the Genus Hybognathus (Teleostei: Cyprinidae). Copeia. 1994(3): 622-630,1994,https://doi.org/10.2307/1447178,
798f9453-6816-45f4-ad73-f6fc9c11c871,JOURNAL_ARTICLE,"Systematics, Distribution and Life History Notes on Notropis chihuahua (Pisces: Cyprinidae). Copeia. 1981(2): 255-265",1981,https://doi.org/10.2307/1444213,
e09ab44c-2d28-41cd-9942-bb09f750e5e8,JOURNAL_ARTICLE,Ultrastructure of North American Cyprinid Maxillary Barbels. Copeia. 1988(1): 72-80,1988,https://doi.org/10.2307/1445924,
ac1fbd13-9431-406e-bff2-3b3c8ef51522,JOURNAL_ARTICLE,"New Locality Records for Some Kansas Fishes, with Notes on the Habitat of the Arkansas Darter (Etheostoma cragini). Trans. Kan. Acad. Sci.. 84(4): 219-222",1981,https://doi.org/10.2307/3628278,
505460f0-0bc5-47ff-b6ba-5567dba1b6b1,JOURNAL_ARTICLE,"New Locality, Depth, and Size Records and Species Character Modifications of Some Caribbean Deep-Reef/Shallow Slope Fishes and a New Host and Locality Record for the Chimaera Cestodarian. Carr. J. Sci.. 40(1): 88-119",2004,,
476e056d-98bf-4804-8421-8753e0f2d41a,JOURNAL_ARTICLE,Declining Status of Two Species of the Macrhybopsis aestivalis Complex (Teleostei: Cyprinidae) in the Arkansas River Basin and Related Effects of Reservoirs as Barriers to Dispersal. Copeia. 1999(4): 981-989,1999,https://doi.org/10.2307/1447973,
6c232437-3990-41bf-bbfe-f94801c75660,JOURNAL_ARTICLE,Analysis of Several Hybrid Cyprinid Fishes from Western North America. Copeia. 1973(3): 395-410,1973,https://doi.org/10.2307/1443102,
d225c292-ffb6-428d-8cd1-8e94f88b85fe,JOURNAL_ARTICLE,"Geographic Variation in Cyprinella lutrensis (Pisces: Cyprinidae) in the United States, with Notes on Cyprinella lepida. Copeia. 1987(3): 616-637",1987,https://doi.org/10.2307/1445654,
cb7ed665-1fd6-43d1-8385-8d94a238fe04,JOURNAL_ARTICLE,"Etheostoma bellum, A New Darter of the Subgenus Nothonotus from the Green River System, Kentucky and Tennessee. Copeia. 1968(3): 474-482",1968,https://doi.org/10.2307/1442015,
16d1b7ff-1efb-4926-afbf-7cdcbf9e2ff8,JOURNAL_ARTICLE,"Taxonomic Status of the Plains Killifish, Fundulus zebrinus. Copeia. 1983(1): 55-67",1983,https://doi.org/10.2307/1444698,
52ce2a98-2b26-4530-8604-a72fc92817c6,JOURNAL_ARTICLE,"Variation in Western Logperches (Pisces: Percidae), with Description of a New Subspecies from the Ozarks. Copeia. 1981(1): 95-108",1981,https://doi.org/10.2307/1444044,
e14e2642-cfb2-4464-ad0a-5b9e2d092484,JOURNAL_ARTICLE,"Pseudolaguvia foveolata, a new catfish (Teleostei: Erethistidae) from northeast India. Ichthyol. Explor. Freshwaters. 16(2): 173-178",2005,,
82af34d6-257e-4c90-8c76-2be98f8fe092,JOURNAL_ARTICLE,"Breeding Tubercles of Phoxinus (Teleostei: Cyprinidae): Morphology, Distribution, and Phylogenetic Implications. J Morpho.. 228: 127-144",1996,https://doi.org/10.1002/(SICI)1097-4687(199605)228:2<127::AID-JMOR2>3.0.CO;2-2,
24d327b1-934b-4674-b0ac-94df9668d793,JOURNAL_ARTICLE,"Variation and Systematics of Etheostoma whipplei, The Redfin Darter (Pisces: Percidae). Copeia. 1986(3): 631-641",1986,https://doi.org/10.2307/1444944,
9624500c-a3a7-4d81-87c6-e18993dca1b0,JOURNAL_ARTICLE,"Karyotypes of Eight Species of the African Climbing Gouramies of the Genera Ctenopoma and Microctenopoma (Anabantidae, Perciformes) with Comments on Their Phylogenetic Relationships. J. Ichthy.. 41(9): 737-741",2001,,
7e444ff0-aecd-4ddd-b2a0-4caf5c94b349,JOURNAL_ARTICLE,Jaws and Teeth of American Cichlids (Pisces: Labroidei). J Morpho.. 217: 1-36,1993,https://doi.org/10.1002/jmor.1052170102,
5194730a-383d-47c1-9b92-2792d298f124,JOURNAL_ARTICLE,"Demersal Fish Fauna of the Continental Slope off Nova Scotia, Canada, Based on Exploratory Bottom Trawl Surveys in 1994–95. J. Northw. Atl. Fish. Sci.. 44: 41-60",2012,http://journal.nafo.int/Portals/0/2012/4-Halliday.pdf,
e60592bd-025b-4d1d-8af3-f58bcb584d22,JOURNAL_ARTICLE,"Etheostoma moorei, a New Darter of the Subgenus Nothonotus from the White River System, Arkansas. Copeia. 1964(1): 130-139",1964,https://doi.org/10.2307/1440840,
df573786-e39b-40ff-94d7-7a15c7faf2b1,JOURNAL_ARTICLE,"Variation and Systematics of the Stripetail Darter, Etheostoma kennicotti. Copeia. 1976(3): 532-541",1976,https://doi.org/10.2307/1443371,
